subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
MGI:5569528,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/22633949,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:4851,RO:0002200,HP:0000726,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:50546,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MONDO:0007739,RO:0002200,HP:0001262,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0009088,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0031845,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0001347,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0054573|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0000726,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0016621,RO:0002200,HP:0000737,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11007,RO:0002200,HP:0001336,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2675580,RO:0002200,HP:0000752,"https://www.ncbi.nlm.nih.gov/pubmed/12926013,17239451",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0002141,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0000738,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0031589,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:4437302,RO:0002200,HP:0000708,https://www.ncbi.nlm.nih.gov/pubmed/20018729,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0000496,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2675620,RO:0002200,HP:0001288,https://www.ncbi.nlm.nih.gov/pubmed/12926013,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3698855,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/12223581,10533044",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
dbSNP:rs1232027,GENO:0000418,HGNC:50546,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MGI:3613525,RO:0002200,HP:0000752,"https://www.ncbi.nlm.nih.gov/pubmed/12812983,16230019",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5569537,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
MGI:1861935,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/26295712,26908605,28334820,27217211,27163546,23598407,26681807,24992836,24282028,24040016,27913616,26143143",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:4851,RO:0002200,HP:0002340,"http://purl.obolibrary.org/obo/MONDO_0054573|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3851446,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
MGI:5635161,RO:0002200,HP:0001332,https://www.ncbi.nlm.nih.gov/pubmed/25661181,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5052377,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/25305080,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:3584455,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
dbSNP:rs12668183,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/29750799,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
dbSNP:rs4736525,GENO:0000418,HGNC:28970,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MONDO:0016621,RO:0002200,HP:0002063,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5635161,RO:0002200,HP:0001824,https://www.ncbi.nlm.nih.gov/pubmed/25661181,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3043476,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/17715336,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:4851,RO:0002200,HP:0001268,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSG00000249141,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:11007,RO:0002200,HP:0031589,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0030955,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3613525,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/16697652,12812983,16230019",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
WormBase:WBGene00009027,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/19029536,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MONDO:0007739,RO:0002200,HP:0025401,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:1861934,GENO:0000222,MGI:3698040,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
MGI:4429156,RO:0002200,HP:0002171,https://www.ncbi.nlm.nih.gov/pubmed/20018729,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dbSNP:rs6882169,GENO:0000418,ENSEMBL:ENSG00000253978,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MGI:5569535,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
MGI:3530234,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
MONDO:0007739,RO:0002200,HP:0004408,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3757562,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/22890713,9267033",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:4851,RO:0002200,HP:0031473,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0002141,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0001336,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0001272,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0054573|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11007,RO:0002200,HP:0031473,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0000716,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSG00000250424,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:5575509,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
MGI:5052308,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/21406230,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MONDO:0007739,RO:0002200,HP:0001272,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:7326,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:3613515,RO:0002200,HP:0000752,"https://www.ncbi.nlm.nih.gov/pubmed/19464370,12812983,16230019",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0000713,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dbSNP:rs114643193,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:11007,RO:0002200,HP:0000718,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3698040,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/10699173,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:4851,RO:0002200,HP:0010794,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:16666,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:2389466,GENO:0000222,MGI:3757562,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
HGNC:4851,RO:0002200,HP:0002591,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3530234,RO:0002200,HP:0001250,https://www.ncbi.nlm.nih.gov/pubmed/8898202,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5569533,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
HGNC:4851,RO:0002200,HP:0001251,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5432191,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/16165367,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:11007,RO:0002200,HP:0030842,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2675580,RO:0002200,HP:0001288,https://www.ncbi.nlm.nih.gov/pubmed/12926013,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5432147,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/16230019,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:29170,RO:0002200,HP:0000716,http://purl.obolibrary.org/obo/MONDO_0005835,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3613515,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/17394466,19464370,16697652,15843620,19228972,18809498,17947312,20152125,20493905,27561680,19692612,27126634,20097678,21336284,22187438,19845833,26508634,18502655,28123081,17613541,18625748",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:5635161,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/25661181,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:5569533,RO:0002200,HP:0000752,https://www.ncbi.nlm.nih.gov/pubmed/9771716,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11007,RO:0002200,HP:0000713,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3043476,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/17715336,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2386951,GENO:0000222,MGI:3694681,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
MONDO:0007739,RO:0002331,REACT:R-HSA-9022692,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
MONDO:0007739,RO:0002200,HP:0000741,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2177757,RO:0002200,HP:0001288,"https://www.ncbi.nlm.nih.gov/pubmed/11152661,17715336",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dbSNPIndividual:16731,RO:0003301,MONDO:0007739,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:29170,RO:0002200,HP:0002354,http://purl.obolibrary.org/obo/MONDO_0005835,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3613525,RO:0002200,HP:0001251,"https://www.ncbi.nlm.nih.gov/pubmed/12812983,16230019,16777606",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2670626,GENO:0000222,MGI:5052307,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
HGNC:4851,RO:0003303,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,causes condition,NA,http://purl.obolibrary.org/obo/RO_0003303
MGI:5052307,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/21406230,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5575509,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/24081492,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:11007,RO:0002200,HP:0000496,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5897176,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/26642438,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2389466,RO:0003301,MONDO:0007739,"https://www.ncbi.nlm.nih.gov/pubmed/23916759,28934250,26082469,27179791,27236019,27493027,26752648,23295856,22633949,24367693,25966356,24040016,26186895,25038828",This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:2670626,RO:0002200,HP:0002067,https://www.ncbi.nlm.nih.gov/pubmed/9949199,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3613515,RO:0002200,HP:0001251,"https://www.ncbi.nlm.nih.gov/pubmed/19464370,12812983,16230019,16777606",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0040140,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5569535,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/9771716,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
HGNC:11007,RO:0002200,HP:0025401,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5052380,RO:0002610,HGNC:4851,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,correlated with,NA,http://purl.obolibrary.org/obo/RO_0002610
HGNC:4851,RO:0002200,HP:0100785,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3584455,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/15882643,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:5565690,GENO:0000222,MGI:5565691,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
HGNC:11007,RO:0002200,HP:0002300,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5466506,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/23077216,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
dbSNP:rs11197481,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:2389466,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/18165017,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:29170,RO:0002200,HP:0000738,http://purl.obolibrary.org/obo/MONDO_0005835,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0001288,"http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0016621,RO:0002200,HP:0012547,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0003487,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5432149,GENO:0000222,MGI:5566682,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_genotype,NA,http://purl.obolibrary.org/obo/GENO_0000222
MGI:6294294,RO:0002200,HP:0001824,https://www.ncbi.nlm.nih.gov/pubmed/15190011,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dbSNP:rs28406206,GENO:0000418,HGNC:11551,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSG00000253978,RO:0003304,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/28642124,This edge comes from the Monarch Initiative 2022.,2022-06-27,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:3851446,RO:0002200,HP:0001332,https://www.ncbi.nlm.nih.gov/pubmed/10778856,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:1861699,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/27913616,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:5052377,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/15836623,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0001347,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0007739,RO:0002200,HP:0001824,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:5432178,RO:0003301,MONDO:0007739,https://www.ncbi.nlm.nih.gov/pubmed/26025364,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
dbSNPIndividual:21047,RO:0003301,MONDO:0007739,NA,This edge comes from the Monarch Initiative 2022.,2022-06-27,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:3605770,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/11062468,This edge comes from the Monarch Initiative 2022.,2022-06-27,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
